Lead ID,Lead Source,Lead Date,Funnel Stage,Final Stage,Revenue
5486,Referral,2025-08-17 13:00:00,Lead,MQL,0.0
5487,Google Ads,2025-08-17 14:00:00,Lead,Lead,0.0
5488,Email,2025-08-17 15:00:00,Lead,MQL,0.0
5489,Facebook,2025-08-17 16:00:00,Lead,MQL,0.0
5490,Organic,2025-08-17 17:00:00,Lead,Lead,0.0
5491,Google Ads,2025-08-17 18:00:00,Lead,Lead,0.0
5492,Email,2025-08-17 19:00:00,Lead,Lead,0.0
5493,Facebook,2025-08-17 20:00:00,Lead,Lead,0.0
5494,Google Ads,2025-08-17 21:00:00,Lead,Lead,0.0
5495,Facebook,2025-08-17 22:00:00,Lead,MQL,0.0
5496,Google Ads,2025-08-17 23:00:00,Lead,Lead,0.0
5497,Facebook,2025-08-18 00:00:00,Lead,Lead,0.0
5498,Organic,2025-08-18 01:00:00,Lead,Lead,0.0
5499,Facebook,2025-08-18 02:00:00,Lead,Lead,0.0
5500,Facebook,2025-08-18 03:00:00,Lead,Lead,0.0
5501,Facebook,2025-08-18 04:00:00,Lead,Lead,0.0
5502,Google Ads,2025-08-18 05:00:00,Lead,MQL,0.0
5503,Google Ads,2025-08-18 06:00:00,Lead,Lead,0.0
5504,Facebook,2025-08-18 07:00:00,Lead,MQL,0.0
5505,Google Ads,2025-08-18 08:00:00,Lead,Lead,0.0
5506,Google Ads,2025-08-18 09:00:00,Lead,Lead,0.0
5507,Facebook,2025-08-18 10:00:00,Lead,Lead,0.0
5508,Google Ads,2025-08-18 11:00:00,Lead,MQL,0.0
5509,Google Ads,2025-08-18 12:00:00,Lead,Lead,0.0
5510,Facebook,2025-08-18 13:00:00,Lead,SQL,0.0
5511,Google Ads,2025-08-18 14:00:00,Lead,Lead,0.0
5512,Organic,2025-08-18 15:00:00,Lead,Lead,0.0
5513,Organic,2025-08-18 16:00:00,Lead,Lead,0.0
5514,Email,2025-08-18 17:00:00,Lead,SQL,0.0
5515,Google Ads,2025-08-18 18:00:00,Lead,Lead,0.0
5516,Email,2025-08-18 19:00:00,Lead,MQL,0.0
5517,Organic,2025-08-18 20:00:00,Lead,Lead,0.0
5518,Email,2025-08-18 21:00:00,Lead,Lead,0.0
5519,Google Ads,2025-08-18 22:00:00,Lead,Lead,0.0
5520,Facebook,2025-08-18 23:00:00,Lead,Lead,0.0
5521,Organic,2025-08-19 00:00:00,Lead,Closed Won,3814.1011683030956
5522,Facebook,2025-08-19 01:00:00,Lead,SQL,0.0
5523,Facebook,2025-08-19 02:00:00,Lead,Lead,0.0
5524,Facebook,2025-08-19 03:00:00,Lead,Lead,0.0
5525,Facebook,2025-08-19 04:00:00,Lead,Lead,0.0
5526,Google Ads,2025-08-19 05:00:00,Lead,Lead,0.0
5527,Facebook,2025-08-19 06:00:00,Lead,Lead,0.0
5528,Google Ads,2025-08-19 07:00:00,Lead,Lead,0.0
5529,Facebook,2025-08-19 08:00:00,Lead,Lead,0.0
5530,Google Ads,2025-08-19 09:00:00,Lead,Lead,0.0
5531,Facebook,2025-08-19 10:00:00,Lead,Lead,0.0
5532,Google Ads,2025-08-19 11:00:00,Lead,Lead,0.0
5533,Email,2025-08-19 12:00:00,Lead,Lead,0.0
5534,Email,2025-08-19 13:00:00,Lead,Lead,0.0
5535,Google Ads,2025-08-19 14:00:00,Lead,MQL,0.0
5536,Google Ads,2025-08-19 15:00:00,Lead,MQL,0.0
5537,Google Ads,2025-08-19 16:00:00,Lead,Lead,0.0
5538,Organic,2025-08-19 17:00:00,Lead,Lead,0.0
5539,Facebook,2025-08-19 18:00:00,Lead,Closed Lost,0.0
5540,Facebook,2025-08-19 19:00:00,Lead,Lead,0.0
5541,Google Ads,2025-08-19 20:00:00,Lead,Lead,0.0
5542,Facebook,2025-08-19 21:00:00,Lead,Lead,0.0
5543,Organic,2025-08-19 22:00:00,Lead,Closed Lost,0.0
5544,Organic,2025-08-19 23:00:00,Lead,Lead,0.0
5545,Facebook,2025-08-20 00:00:00,Lead,MQL,0.0
5546,Google Ads,2025-08-20 01:00:00,Lead,Lead,0.0
5547,Google Ads,2025-08-20 02:00:00,Lead,MQL,0.0
5548,Google Ads,2025-08-20 03:00:00,Lead,SQL,0.0
5549,Google Ads,2025-08-20 04:00:00,Lead,MQL,0.0
5550,Google Ads,2025-08-20 05:00:00,Lead,Lead,0.0
5551,Google Ads,2025-08-20 06:00:00,Lead,Lead,0.0
5552,Google Ads,2025-08-20 07:00:00,Lead,Lead,0.0
5553,Organic,2025-08-20 08:00:00,Lead,Lead,0.0
5554,Facebook,2025-08-20 09:00:00,Lead,MQL,0.0
5555,Organic,2025-08-20 10:00:00,Lead,Lead,0.0
5556,Email,2025-08-20 11:00:00,Lead,MQL,0.0
5557,Google Ads,2025-08-20 12:00:00,Lead,Lead,0.0
5558,Email,2025-08-20 13:00:00,Lead,Lead,0.0
5559,Google Ads,2025-08-20 14:00:00,Lead,Lead,0.0
5560,Facebook,2025-08-20 15:00:00,Lead,MQL,0.0
5561,Google Ads,2025-08-20 16:00:00,Lead,MQL,0.0
5562,Referral,2025-08-20 17:00:00,Lead,Lead,0.0
5563,Google Ads,2025-08-20 18:00:00,Lead,Lead,0.0
5564,Google Ads,2025-08-20 19:00:00,Lead,MQL,0.0
5565,Organic,2025-08-20 20:00:00,Lead,Lead,0.0
5566,Google Ads,2025-08-20 21:00:00,Lead,Lead,0.0
5567,Email,2025-08-20 22:00:00,Lead,Lead,0.0
5568,Email,2025-08-20 23:00:00,Lead,Lead,0.0
5569,Organic,2025-08-21 00:00:00,Lead,MQL,0.0
5570,Referral,2025-08-21 01:00:00,Lead,Lead,0.0
5571,Referral,2025-08-21 02:00:00,Lead,Lead,0.0
5572,Google Ads,2025-08-21 03:00:00,Lead,Lead,0.0
5573,Organic,2025-08-21 04:00:00,Lead,Lead,0.0
5574,Facebook,2025-08-21 05:00:00,Lead,Lead,0.0
5575,Facebook,2025-08-21 06:00:00,Lead,SQL,0.0
5576,Google Ads,2025-08-21 07:00:00,Lead,Lead,0.0
5577,Email,2025-08-21 08:00:00,Lead,MQL,0.0
5578,Referral,2025-08-21 09:00:00,Lead,MQL,0.0
5579,Organic,2025-08-21 10:00:00,Lead,MQL,0.0
5580,Facebook,2025-08-21 11:00:00,Lead,SQL,0.0
5581,Google Ads,2025-08-21 12:00:00,Lead,MQL,0.0
5582,Google Ads,2025-08-21 13:00:00,Lead,Lead,0.0
5583,Organic,2025-08-21 14:00:00,Lead,Lead,0.0
5584,Email,2025-08-21 15:00:00,Lead,Lead,0.0
5585,Facebook,2025-08-21 16:00:00,Lead,MQL,0.0
5586,Google Ads,2025-08-21 17:00:00,Lead,Lead,0.0
5587,Facebook,2025-08-21 18:00:00,Lead,MQL,0.0
5588,Facebook,2025-08-21 19:00:00,Lead,MQL,0.0
5589,Organic,2025-08-21 20:00:00,Lead,Lead,0.0
5590,Facebook,2025-08-21 21:00:00,Lead,SQL,0.0
5591,Google Ads,2025-08-21 22:00:00,Lead,Lead,0.0
5592,Facebook,2025-08-21 23:00:00,Lead,Lead,0.0
5593,Google Ads,2025-08-22 00:00:00,Lead,SQL,0.0
5594,Referral,2025-08-22 01:00:00,Lead,Lead,0.0
5595,Google Ads,2025-08-22 02:00:00,Lead,Lead,0.0
5596,Facebook,2025-08-22 03:00:00,Lead,Lead,0.0
5597,Google Ads,2025-08-22 04:00:00,Lead,Closed Lost,0.0
5598,Email,2025-08-22 05:00:00,Lead,Lead,0.0
5599,Email,2025-08-22 06:00:00,Lead,SQL,0.0
5600,Email,2025-08-22 07:00:00,Lead,Lead,0.0
5601,Google Ads,2025-08-22 08:00:00,Lead,MQL,0.0
5602,Google Ads,2025-08-22 09:00:00,Lead,Lead,0.0
5603,Google Ads,2025-08-22 10:00:00,Lead,Closed Won,5128.521667460906
5604,Email,2025-08-22 11:00:00,Lead,MQL,0.0
5605,Google Ads,2025-08-22 12:00:00,Lead,Lead,0.0
5606,Facebook,2025-08-22 13:00:00,Lead,Lead,0.0
5607,Organic,2025-08-22 14:00:00,Lead,Lead,0.0
5608,Organic,2025-08-22 15:00:00,Lead,MQL,0.0
5609,Facebook,2025-08-22 16:00:00,Lead,MQL,0.0
5610,Facebook,2025-08-22 17:00:00,Lead,SQL,0.0
5611,Google Ads,2025-08-22 18:00:00,Lead,SQL,0.0
5612,Email,2025-08-22 19:00:00,Lead,Closed Lost,0.0
5613,Organic,2025-08-22 20:00:00,Lead,SQL,0.0
5614,Google Ads,2025-08-22 21:00:00,Lead,Lead,0.0
5615,Facebook,2025-08-22 22:00:00,Lead,SQL,0.0
5616,Organic,2025-08-22 23:00:00,Lead,MQL,0.0
5617,Organic,2025-08-23 00:00:00,Lead,MQL,0.0
5618,Google Ads,2025-08-23 01:00:00,Lead,Lead,0.0
5619,Facebook,2025-08-23 02:00:00,Lead,Lead,0.0
5620,Google Ads,2025-08-23 03:00:00,Lead,MQL,0.0
5621,Google Ads,2025-08-23 04:00:00,Lead,MQL,0.0
5622,Organic,2025-08-23 05:00:00,Lead,Lead,0.0
5623,Organic,2025-08-23 06:00:00,Lead,MQL,0.0
5624,Email,2025-08-23 07:00:00,Lead,MQL,0.0
5625,Google Ads,2025-08-23 08:00:00,Lead,Lead,0.0
5626,Organic,2025-08-23 09:00:00,Lead,MQL,0.0
5627,Facebook,2025-08-23 10:00:00,Lead,MQL,0.0
5628,Google Ads,2025-08-23 11:00:00,Lead,Lead,0.0
5629,Facebook,2025-08-23 12:00:00,Lead,Lead,0.0
5630,Google Ads,2025-08-23 13:00:00,Lead,Lead,0.0
5631,Email,2025-08-23 14:00:00,Lead,Lead,0.0
5632,Facebook,2025-08-23 15:00:00,Lead,MQL,0.0
5633,Google Ads,2025-08-23 16:00:00,Lead,Lead,0.0
5634,Google Ads,2025-08-23 17:00:00,Lead,Lead,0.0
5635,Google Ads,2025-08-23 18:00:00,Lead,Lead,0.0
5636,Google Ads,2025-08-23 19:00:00,Lead,Lead,0.0
5637,Facebook,2025-08-23 20:00:00,Lead,SQL,0.0
5638,Organic,2025-08-23 21:00:00,Lead,Lead,0.0
5639,Google Ads,2025-08-23 22:00:00,Lead,Lead,0.0
5640,Google Ads,2025-08-23 23:00:00,Lead,MQL,0.0
5641,Facebook,2025-08-24 00:00:00,Lead,Lead,0.0
5642,Organic,2025-08-24 01:00:00,Lead,Lead,0.0
5643,Google Ads,2025-08-24 02:00:00,Lead,Lead,0.0
5644,Google Ads,2025-08-24 03:00:00,Lead,MQL,0.0
5645,Facebook,2025-08-24 04:00:00,Lead,Lead,0.0
5646,Google Ads,2025-08-24 05:00:00,Lead,Lead,0.0
5647,Google Ads,2025-08-24 06:00:00,Lead,SQL,0.0
5648,Email,2025-08-24 07:00:00,Lead,MQL,0.0
5649,Facebook,2025-08-24 08:00:00,Lead,Lead,0.0
5650,Facebook,2025-08-24 09:00:00,Lead,Lead,0.0
5651,Email,2025-08-24 10:00:00,Lead,SQL,0.0
5652,Email,2025-08-24 11:00:00,Lead,Lead,0.0
5653,Google Ads,2025-08-24 12:00:00,Lead,SQL,0.0
5654,Google Ads,2025-08-24 13:00:00,Lead,MQL,0.0
5655,Google Ads,2025-08-24 14:00:00,Lead,MQL,0.0
5656,Google Ads,2025-08-24 15:00:00,Lead,Lead,0.0
5657,Email,2025-08-24 16:00:00,Lead,Lead,0.0
5658,Organic,2025-08-24 17:00:00,Lead,MQL,0.0
5659,Referral,2025-08-24 18:00:00,Lead,MQL,0.0
5660,Facebook,2025-08-24 19:00:00,Lead,Lead,0.0
5661,Google Ads,2025-08-24 20:00:00,Lead,Lead,0.0
5662,Google Ads,2025-08-24 21:00:00,Lead,MQL,0.0
5663,Organic,2025-08-24 22:00:00,Lead,MQL,0.0
5664,Facebook,2025-08-24 23:00:00,Lead,Closed Lost,0.0
5665,Facebook,2025-08-25 00:00:00,Lead,MQL,0.0
5666,Email,2025-08-25 01:00:00,Lead,MQL,0.0
5667,Email,2025-08-25 02:00:00,Lead,Lead,0.0
5668,Organic,2025-08-25 03:00:00,Lead,Lead,0.0
5669,Google Ads,2025-08-25 04:00:00,Lead,Lead,0.0
5670,Email,2025-08-25 05:00:00,Lead,Lead,0.0
5671,Organic,2025-08-25 06:00:00,Lead,Lead,0.0
5672,Google Ads,2025-08-25 07:00:00,Lead,MQL,0.0
5673,Facebook,2025-08-25 08:00:00,Lead,Closed Lost,0.0
5674,Google Ads,2025-08-25 09:00:00,Lead,Lead,0.0
5675,Referral,2025-08-25 10:00:00,Lead,Lead,0.0
5676,Google Ads,2025-08-25 11:00:00,Lead,MQL,0.0
5677,Facebook,2025-08-25 12:00:00,Lead,Lead,0.0
5678,Google Ads,2025-08-25 13:00:00,Lead,Lead,0.0
5679,Email,2025-08-25 14:00:00,Lead,Lead,0.0
5680,Google Ads,2025-08-25 15:00:00,Lead,Lead,0.0
5681,Google Ads,2025-08-25 16:00:00,Lead,Lead,0.0
5682,Facebook,2025-08-25 17:00:00,Lead,Closed Lost,0.0
5683,Organic,2025-08-25 18:00:00,Lead,Lead,0.0
5684,Google Ads,2025-08-25 19:00:00,Lead,MQL,0.0
5685,Google Ads,2025-08-25 20:00:00,Lead,Lead,0.0
5686,Email,2025-08-25 21:00:00,Lead,SQL,0.0
5687,Facebook,2025-08-25 22:00:00,Lead,Lead,0.0
5688,Organic,2025-08-25 23:00:00,Lead,Lead,0.0
5689,Google Ads,2025-08-26 00:00:00,Lead,MQL,0.0
5690,Facebook,2025-08-26 01:00:00,Lead,MQL,0.0
5691,Google Ads,2025-08-26 02:00:00,Lead,Lead,0.0
5692,Google Ads,2025-08-26 03:00:00,Lead,Closed Lost,0.0
5693,Email,2025-08-26 04:00:00,Lead,MQL,0.0
5694,Facebook,2025-08-26 05:00:00,Lead,MQL,0.0
5695,Email,2025-08-26 06:00:00,Lead,Lead,0.0
5696,Google Ads,2025-08-26 07:00:00,Lead,Lead,0.0
5697,Facebook,2025-08-26 08:00:00,Lead,Lead,0.0
5698,Facebook,2025-08-26 09:00:00,Lead,MQL,0.0
5699,Referral,2025-08-26 10:00:00,Lead,Closed Lost,0.0
5700,Google Ads,2025-08-26 11:00:00,Lead,Lead,0.0
5701,Google Ads,2025-08-26 12:00:00,Lead,SQL,0.0
5702,Google Ads,2025-08-26 13:00:00,Lead,Lead,0.0
5703,Facebook,2025-08-26 14:00:00,Lead,MQL,0.0
5704,Google Ads,2025-08-26 15:00:00,Lead,SQL,0.0
5705,Organic,2025-08-26 16:00:00,Lead,SQL,0.0
5706,Google Ads,2025-08-26 17:00:00,Lead,Lead,0.0
5707,Organic,2025-08-26 18:00:00,Lead,Lead,0.0
5708,Google Ads,2025-08-26 19:00:00,Lead,Lead,0.0
5709,Email,2025-08-26 20:00:00,Lead,Lead,0.0
5710,Organic,2025-08-26 21:00:00,Lead,MQL,0.0
5711,Google Ads,2025-08-26 22:00:00,Lead,Lead,0.0
5712,Referral,2025-08-26 23:00:00,Lead,SQL,0.0
5713,Facebook,2025-08-27 00:00:00,Lead,Lead,0.0
5714,Organic,2025-08-27 01:00:00,Lead,MQL,0.0
5715,Email,2025-08-27 02:00:00,Lead,Lead,0.0
5716,Google Ads,2025-08-27 03:00:00,Lead,MQL,0.0
5717,Google Ads,2025-08-27 04:00:00,Lead,Lead,0.0
5718,Google Ads,2025-08-27 05:00:00,Lead,Lead,0.0
5719,Google Ads,2025-08-27 06:00:00,Lead,Lead,0.0
5720,Google Ads,2025-08-27 07:00:00,Lead,SQL,0.0
5721,Google Ads,2025-08-27 08:00:00,Lead,Lead,0.0
5722,Facebook,2025-08-27 09:00:00,Lead,Lead,0.0
5723,Email,2025-08-27 10:00:00,Lead,Lead,0.0
5724,Google Ads,2025-08-27 11:00:00,Lead,SQL,0.0
5725,Google Ads,2025-08-27 12:00:00,Lead,Lead,0.0
5726,Facebook,2025-08-27 13:00:00,Lead,Lead,0.0
5727,Google Ads,2025-08-27 14:00:00,Lead,Lead,0.0
5728,Google Ads,2025-08-27 15:00:00,Lead,Lead,0.0
5729,Google Ads,2025-08-27 16:00:00,Lead,MQL,0.0
5730,Organic,2025-08-27 17:00:00,Lead,Lead,0.0
5731,Organic,2025-08-27 18:00:00,Lead,Lead,0.0
5732,Google Ads,2025-08-27 19:00:00,Lead,MQL,0.0
5733,Email,2025-08-27 20:00:00,Lead,Lead,0.0
5734,Facebook,2025-08-27 21:00:00,Lead,MQL,0.0
5735,Email,2025-08-27 22:00:00,Lead,Lead,0.0
5736,Email,2025-08-27 23:00:00,Lead,MQL,0.0
5737,Facebook,2025-08-28 00:00:00,Lead,Lead,0.0
5738,Google Ads,2025-08-28 01:00:00,Lead,MQL,0.0
5739,Google Ads,2025-08-28 02:00:00,Lead,Closed Won,7396.319254905429
5740,Facebook,2025-08-28 03:00:00,Lead,MQL,0.0
5741,Organic,2025-08-28 04:00:00,Lead,Lead,0.0
5742,Facebook,2025-08-28 05:00:00,Lead,MQL,0.0
5743,Organic,2025-08-28 06:00:00,Lead,Lead,0.0
5744,Referral,2025-08-28 07:00:00,Lead,Lead,0.0
5745,Google Ads,2025-08-28 08:00:00,Lead,MQL,0.0
5746,Email,2025-08-28 09:00:00,Lead,Lead,0.0
5747,Email,2025-08-28 10:00:00,Lead,MQL,0.0
5748,Referral,2025-08-28 11:00:00,Lead,Lead,0.0
5749,Referral,2025-08-28 12:00:00,Lead,MQL,0.0
5750,Email,2025-08-28 13:00:00,Lead,SQL,0.0
5751,Google Ads,2025-08-28 14:00:00,Lead,MQL,0.0
5752,Email,2025-08-28 15:00:00,Lead,SQL,0.0
5753,Google Ads,2025-08-28 16:00:00,Lead,Lead,0.0
5754,Email,2025-08-28 17:00:00,Lead,MQL,0.0
5755,Organic,2025-08-28 18:00:00,Lead,MQL,0.0
5756,Google Ads,2025-08-28 19:00:00,Lead,SQL,0.0
5757,Facebook,2025-08-28 20:00:00,Lead,SQL,0.0
5758,Facebook,2025-08-28 21:00:00,Lead,Lead,0.0
5759,Facebook,2025-08-28 22:00:00,Lead,Lead,0.0
5760,Google Ads,2025-08-28 23:00:00,Lead,Lead,0.0
5761,Email,2025-08-29 00:00:00,Lead,Lead,0.0
5762,Organic,2025-08-29 01:00:00,Lead,MQL,0.0
5763,Organic,2025-08-29 02:00:00,Lead,Lead,0.0
5764,Google Ads,2025-08-29 03:00:00,Lead,Lead,0.0
5765,Organic,2025-08-29 04:00:00,Lead,Lead,0.0
5766,Email,2025-08-29 05:00:00,Lead,Lead,0.0
5767,Google Ads,2025-08-29 06:00:00,Lead,MQL,0.0
5768,Google Ads,2025-08-29 07:00:00,Lead,MQL,0.0
5769,Google Ads,2025-08-29 08:00:00,Lead,Lead,0.0
5770,Organic,2025-08-29 09:00:00,Lead,Lead,0.0
5771,Facebook,2025-08-29 10:00:00,Lead,Lead,0.0
5772,Email,2025-08-29 11:00:00,Lead,Lead,0.0
5773,Google Ads,2025-08-29 12:00:00,Lead,Lead,0.0
5774,Email,2025-08-29 13:00:00,Lead,Lead,0.0
5775,Google Ads,2025-08-29 14:00:00,Lead,Lead,0.0
5776,Google Ads,2025-08-29 15:00:00,Lead,Lead,0.0
5777,Facebook,2025-08-29 16:00:00,Lead,SQL,0.0
5778,Google Ads,2025-08-29 17:00:00,Lead,Lead,0.0
5779,Organic,2025-08-29 18:00:00,Lead,SQL,0.0
5780,Google Ads,2025-08-29 19:00:00,Lead,Lead,0.0
5781,Email,2025-08-29 20:00:00,Lead,MQL,0.0
5782,Facebook,2025-08-29 21:00:00,Lead,Lead,0.0
5783,Facebook,2025-08-29 22:00:00,Lead,Lead,0.0
5784,Google Ads,2025-08-29 23:00:00,Lead,SQL,0.0
5785,Google Ads,2025-08-30 00:00:00,Lead,SQL,0.0
5786,Organic,2025-08-30 01:00:00,Lead,MQL,0.0
5787,Google Ads,2025-08-30 02:00:00,Lead,Lead,0.0
5788,Organic,2025-08-30 03:00:00,Lead,MQL,0.0
5789,Referral,2025-08-30 04:00:00,Lead,Lead,0.0
5790,Google Ads,2025-08-30 05:00:00,Lead,Lead,0.0
5791,Google Ads,2025-08-30 06:00:00,Lead,MQL,0.0
5792,Email,2025-08-30 07:00:00,Lead,MQL,0.0
5793,Referral,2025-08-30 08:00:00,Lead,MQL,0.0
5794,Organic,2025-08-30 09:00:00,Lead,SQL,0.0
5795,Facebook,2025-08-30 10:00:00,Lead,Lead,0.0
5796,Email,2025-08-30 11:00:00,Lead,SQL,0.0
5797,Google Ads,2025-08-30 12:00:00,Lead,Lead,0.0
5798,Referral,2025-08-30 13:00:00,Lead,MQL,0.0
5799,Referral,2025-08-30 14:00:00,Lead,Lead,0.0
5800,Google Ads,2025-08-30 15:00:00,Lead,MQL,0.0
5801,Google Ads,2025-08-30 16:00:00,Lead,Lead,0.0
5802,Google Ads,2025-08-30 17:00:00,Lead,Lead,0.0
5803,Google Ads,2025-08-30 18:00:00,Lead,MQL,0.0
5804,Organic,2025-08-30 19:00:00,Lead,MQL,0.0
5805,Google Ads,2025-08-30 20:00:00,Lead,MQL,0.0
5806,Google Ads,2025-08-30 21:00:00,Lead,Lead,0.0
5807,Google Ads,2025-08-30 22:00:00,Lead,MQL,0.0
5808,Referral,2025-08-30 23:00:00,Lead,Lead,0.0
5809,Facebook,2025-08-31 00:00:00,Lead,MQL,0.0
5810,Facebook,2025-08-31 01:00:00,Lead,Lead,0.0
5811,Google Ads,2025-08-31 02:00:00,Lead,MQL,0.0
5812,Referral,2025-08-31 03:00:00,Lead,Lead,0.0
5813,Organic,2025-08-31 04:00:00,Lead,MQL,0.0
5814,Google Ads,2025-08-31 05:00:00,Lead,MQL,0.0
5815,Google Ads,2025-08-31 06:00:00,Lead,Lead,0.0
5816,Google Ads,2025-08-31 07:00:00,Lead,MQL,0.0
5817,Google Ads,2025-08-31 08:00:00,Lead,Lead,0.0
5818,Facebook,2025-08-31 09:00:00,Lead,MQL,0.0
5819,Organic,2025-08-31 10:00:00,Lead,Lead,0.0
5820,Facebook,2025-08-31 11:00:00,Lead,Lead,0.0
5821,Organic,2025-08-31 12:00:00,Lead,Lead,0.0
5822,Facebook,2025-08-31 13:00:00,Lead,SQL,0.0
5823,Email,2025-08-31 14:00:00,Lead,Lead,0.0
5824,Email,2025-08-31 15:00:00,Lead,Lead,0.0
5825,Google Ads,2025-08-31 16:00:00,Lead,MQL,0.0
5826,Google Ads,2025-08-31 17:00:00,Lead,Lead,0.0
5827,Facebook,2025-08-31 18:00:00,Lead,SQL,0.0
5828,Google Ads,2025-08-31 19:00:00,Lead,SQL,0.0
5829,Google Ads,2025-08-31 20:00:00,Lead,Lead,0.0
5830,Facebook,2025-08-31 21:00:00,Lead,Lead,0.0
5831,Referral,2025-08-31 22:00:00,Lead,Lead,0.0
5832,Facebook,2025-08-31 23:00:00,Lead,Lead,0.0
5833,Organic,2025-09-01 00:00:00,Lead,Lead,0.0
5834,Facebook,2025-09-01 01:00:00,Lead,Closed Won,4003.157888802804
5835,Email,2025-09-01 02:00:00,Lead,MQL,0.0
5836,Facebook,2025-09-01 03:00:00,Lead,SQL,0.0
5837,Organic,2025-09-01 04:00:00,Lead,MQL,0.0
5838,Facebook,2025-09-01 05:00:00,Lead,MQL,0.0
5839,Facebook,2025-09-01 06:00:00,Lead,Lead,0.0
5840,Facebook,2025-09-01 07:00:00,Lead,Lead,0.0
5841,Facebook,2025-09-01 08:00:00,Lead,Lead,0.0
5842,Google Ads,2025-09-01 09:00:00,Lead,Lead,0.0
5843,Google Ads,2025-09-01 10:00:00,Lead,MQL,0.0
5844,Google Ads,2025-09-01 11:00:00,Lead,Lead,0.0
5845,Organic,2025-09-01 12:00:00,Lead,Lead,0.0
5846,Google Ads,2025-09-01 13:00:00,Lead,MQL,0.0
5847,Google Ads,2025-09-01 14:00:00,Lead,Lead,0.0
5848,Email,2025-09-01 15:00:00,Lead,Lead,0.0
5849,Google Ads,2025-09-01 16:00:00,Lead,Lead,0.0
5850,Facebook,2025-09-01 17:00:00,Lead,MQL,0.0
5851,Google Ads,2025-09-01 18:00:00,Lead,Closed Won,4831.127803199079
5852,Referral,2025-09-01 19:00:00,Lead,MQL,0.0
5853,Organic,2025-09-01 20:00:00,Lead,Lead,0.0
5854,Organic,2025-09-01 21:00:00,Lead,Lead,0.0
5855,Facebook,2025-09-01 22:00:00,Lead,MQL,0.0
5856,Email,2025-09-01 23:00:00,Lead,Lead,0.0
5857,Google Ads,2025-09-02 00:00:00,Lead,Lead,0.0
5858,Google Ads,2025-09-02 01:00:00,Lead,Lead,0.0
5859,Google Ads,2025-09-02 02:00:00,Lead,Lead,0.0
5860,Facebook,2025-09-02 03:00:00,Lead,Lead,0.0
5861,Facebook,2025-09-02 04:00:00,Lead,SQL,0.0
5862,Facebook,2025-09-02 05:00:00,Lead,SQL,0.0
5863,Google Ads,2025-09-02 06:00:00,Lead,MQL,0.0
5864,Facebook,2025-09-02 07:00:00,Lead,Lead,0.0
5865,Email,2025-09-02 08:00:00,Lead,Closed Won,1559.4541246586655
5866,Facebook,2025-09-02 09:00:00,Lead,SQL,0.0
5867,Email,2025-09-02 10:00:00,Lead,MQL,0.0
5868,Google Ads,2025-09-02 11:00:00,Lead,Lead,0.0
5869,Organic,2025-09-02 12:00:00,Lead,Lead,0.0
5870,Facebook,2025-09-02 13:00:00,Lead,Lead,0.0
5871,Google Ads,2025-09-02 14:00:00,Lead,MQL,0.0
5872,Google Ads,2025-09-02 15:00:00,Lead,SQL,0.0
5873,Facebook,2025-09-02 16:00:00,Lead,SQL,0.0
5874,Organic,2025-09-02 17:00:00,Lead,Lead,0.0
5875,Facebook,2025-09-02 18:00:00,Lead,MQL,0.0
5876,Google Ads,2025-09-02 19:00:00,Lead,Lead,0.0
5877,Organic,2025-09-02 20:00:00,Lead,Lead,0.0
5878,Email,2025-09-02 21:00:00,Lead,MQL,0.0
5879,Facebook,2025-09-02 22:00:00,Lead,Lead,0.0
5880,Facebook,2025-09-02 23:00:00,Lead,MQL,0.0
5881,Google Ads,2025-09-03 00:00:00,Lead,Lead,0.0
5882,Facebook,2025-09-03 01:00:00,Lead,MQL,0.0
5883,Google Ads,2025-09-03 02:00:00,Lead,MQL,0.0
5884,Referral,2025-09-03 03:00:00,Lead,Lead,0.0
5885,Facebook,2025-09-03 04:00:00,Lead,MQL,0.0
5886,Facebook,2025-09-03 05:00:00,Lead,Lead,0.0
5887,Facebook,2025-09-03 06:00:00,Lead,Closed Lost,0.0
5888,Organic,2025-09-03 07:00:00,Lead,Lead,0.0
5889,Organic,2025-09-03 08:00:00,Lead,MQL,0.0
5890,Facebook,2025-09-03 09:00:00,Lead,SQL,0.0
5891,Email,2025-09-03 10:00:00,Lead,Lead,0.0
5892,Facebook,2025-09-03 11:00:00,Lead,Lead,0.0
5893,Facebook,2025-09-03 12:00:00,Lead,Lead,0.0
5894,Google Ads,2025-09-03 13:00:00,Lead,Lead,0.0
5895,Facebook,2025-09-03 14:00:00,Lead,Lead,0.0
5896,Google Ads,2025-09-03 15:00:00,Lead,MQL,0.0
5897,Organic,2025-09-03 16:00:00,Lead,Lead,0.0
5898,Google Ads,2025-09-03 17:00:00,Lead,Lead,0.0
5899,Referral,2025-09-03 18:00:00,Lead,MQL,0.0
5900,Facebook,2025-09-03 19:00:00,Lead,Lead,0.0
5901,Facebook,2025-09-03 20:00:00,Lead,MQL,0.0
5902,Facebook,2025-09-03 21:00:00,Lead,Lead,0.0
5903,Google Ads,2025-09-03 22:00:00,Lead,SQL,0.0
5904,Google Ads,2025-09-03 23:00:00,Lead,MQL,0.0
5905,Google Ads,2025-09-04 00:00:00,Lead,Lead,0.0
5906,Facebook,2025-09-04 01:00:00,Lead,MQL,0.0
5907,Facebook,2025-09-04 02:00:00,Lead,Lead,0.0
